track,card_id,race_date,breed,name,weight,age,sex,meds_and_equip,jockey,dollar_odds,program_number,post_position,claim_price,start_position,finish_position,finish_time,speed_rating,trainer,owner,win_payoff,place_payoff,show_payoff,weather,distance,race_type,track_conditions
WO ,D,2016-09-04 00:00:00,TB,Sine Metu,121,5,G,,D   Moran,8.4,3.0,3,20000,6.0,5.0,0.0,82.0,Pion Sylvain,Ted Perioris,0.0,0.0,0.0,Cloudy,850.0,Claiming,FT
WO ,D,2016-09-04 00:00:00,TB,Uncorked Spirit,119,4,G,L,R M Hernandez,9.2,5.0,5,19000,1.0,3.0,0.0,84.0,Lopez Shana,Bradscot Farms,0.0,0.0,6.0,Cloudy,850.0,Claiming,FT
WO ,D,2016-09-04 00:00:00,TB,Patmos,114,2,F,Lb,L   Contreras,0.3,3.0,3,32000,2.0,1.0,0.0,67.0,Di Pasquale Sam,James Redekop,2.6,2.2,2.1,Cloudy,850.0,Maiden Claiming,FT
WO ,D,2016-09-04 00:00:00,TB,Takeitdowntheroad,0,0,,,,0.0,,0,0,0.0,0.0,,,,,0.0,0.0,0.0,Showery,650.0,Claiming,FT
WO ,D,2016-09-04 00:00:00,TB,Whitcomb Hill,119,4,H,Lbf,E R Da Silva,5.95,9.0,9,6000,2.0,2.0,0.0,78.0,Adamo Anthony,Bermuda Blue Farm,0.0,6.7,4.4,Cloudy,600.0,Claiming,FT
WO ,D,2016-09-04 00:00:00,TB,Takeitdowntheroad,121,4,G,Lb,D   Moran,10.0,2.0,2,0,6.0,4.0,0.0,85.0,Doyle Michael J,Dura Racing and M. J. Doyle Racing Stables Ltd.,0.0,0.0,0.0,Clear,700.0,Allowance,FT
WO ,D,2016-09-04 00:00:00,TB,Schomberg,0,0,,,,0.0,,0,0,0.0,0.0,,,,,0.0,0.0,0.0,Showery,550.0,Claiming,FM
WO ,D,2016-09-04 00:00:00,TB,Dupes,118,7,G,Lb,K   Johnson,19.6,3.0,3,0,6.0,6.0,0.0,71.0,Patton Kathy,Connie Patton,0.0,0.0,0.0,Cloudy,850.0,Starters Allowance,FT
WO ,D,2016-09-04 00:00:00,TB,Hollywood Vixen,119,3,F,Lb,E R Da Silva,1.35,2.0,2,8000,5.0,1.0,0.0,68.0,Tiller Robert P,Rolph A. Davis,4.7,2.3,2.1,Cloudy,650.0,Maiden Claiming,FT
WO ,D,2016-09-04 00:00:00,TB,Sailing Grace,114,3,F,Lb,K   Pizarro(5),41.1,4.0,4,8000,9.0,3.0,0.0,57.0,Miller Blair A,Maplehaven Equestrian Center,0.0,0.0,10.1,Cloudy,500.0,Maiden Claiming,FT
WO ,D,2016-09-04 00:00:00,TB,Oakton,121,4,G,Lb,R M Hernandez,3.65,3.0,3,0,4.0,1.0,0.0,106.0,Casse Mark E,"Bill and Vicki Poston Racing, Inc.",9.3,4.6,3.1,Showery,850.0,Allowance Optional Claiming,FT
WO ,D,2016-09-04 00:00:00,TB,Dee's Bold Love,123,4,G,Lb,S R Bahen,6.35,5.0,4,25000,1.0,6.0,0.0,59.0,Burry Lisa,Doug Hoggard,0.0,0.0,0.0,Showery,600.0,Maiden Claiming,FT
WO ,D,2016-09-04 00:00:00,TB,Westlodge Intrigue,118,3,F,L,P   Husbands,9.5,6.0,6,0,5.0,6.0,0.0,73.0,Mattine Michael,Stacey Van Camp,0.0,0.0,0.0,Cloudy,650.0,Allowance Optional Claiming,GD
WO ,D,2016-09-04 00:00:00,TB,Gray Phantom,121,4,G,L,S   Ryan,10.45,8.0,8,40000,3.0,5.0,0.0,64.0,Polsinelli Dominic J,Dominic Polsinelli,0.0,0.0,0.0,Cloudy,850.0,Claiming,GD
WO ,D,2016-09-04 00:00:00,TB,View the Star,116,2,F,Lb,J V Bridgmohan,9.5,4.0,4,20000,1.0,5.0,0.0,41.0,Mattine Michael,D'Amato Carlo and Van Camp Stacey,0.0,0.0,0.0,Clear,700.0,Maiden Claiming,FT
WO ,D,2016-09-04 00:00:00,TB,Cold Ash,117,3,G,Lb,J V Bridgmohan,41.6,6.0,6,40000,6.0,7.0,0.0,56.0,McDonald Michael K,Andrae J. Gordon,0.0,0.0,0.0,Cloudy,850.0,Claiming,GD
WO ,D,2016-09-04 00:00:00,TB,Titanico,119,4,G,L,P   Husbands,3.85,5.0,5,37500,7.0,9.0,0.0,49.0,Attard Kevin,"Chesney, Stephen and Hoffman, Cory S.",0.0,0.0,0.0,Cloudy,850.0,Claiming,GD
WO ,D,2016-09-04 00:00:00,TB,Marcavellys Dream,120,3,G,Lb,J I Alderson,35.2,4.0,4,12500,6.0,6.0,0.0,66.0,Miller Blair A,Maplehaven Equestrian Center,0.0,0.0,0.0,Cloudy,600.0,Maiden Claiming,FT
WO ,D,2016-09-04 00:00:00,TB,World of Prospects,121,4,G,L,G   Olguin,37.95,9.0,9,0,6.0,8.0,0.0,93.0,Sadler Ronald H,Kanny Ng,0.0,0.0,0.0,Showery,850.0,Allowance Optional Claiming,FT
WO ,D,2016-09-04 00:00:00,TB,Accomplice,119,9,G,Lb,M Z Buchanan,61.95,3.0,3,7500,3.0,6.0,0.0,45.0,Robinson Lorenzo,Paul Everton Pilliner,0.0,0.0,0.0,Cloudy,700.0,Claiming,FT
WO ,D,2016-09-04 00:00:00,TB,Rock River,119,3,G,Lb,S   Ryan,4.5,4.0,4,8000,1.0,2.0,0.0,73.0,Brooks Cary,Brooks Cary and Phillip,0.0,5.0,3.7,Cloudy,500.0,Maiden Claiming,FT
WO ,D,2016-09-04 00:00:00,TB,R Quick Arch,118,3,G,,C   Defreitas,89.1,9.0,9,30000,2.0,9.0,0.0,18.0,Seymour Gerald E,Bristow Diana and Baratto Michael,0.0,0.0,0.0,Showery,650.0,Maiden Claiming,FT
WO ,D,2016-09-04 00:00:00,TB,Old Saint Pietro,119,4,G,Lb,S   Singh,80.25,7.0,6,9500,9.0,6.0,0.0,62.0,Jolin Chris,Romell Verapen,0.0,0.0,0.0,Showery,500.0,Claiming,FT
WO ,D,2016-09-04 00:00:00,TB,Roisin Dubh,117,2,F,Lb,S   Ryan,74.15,6.0,6,25000,5.0,6.0,0.0,41.0,O'Keefe Thomas,Thomas J. O'Keefe,0.0,0.0,0.0,Cloudy,850.0,Maiden Claiming,FT
WO ,D,2016-09-04 00:00:00,TB,Prized Victoria,118,3,F,Lb,S   Singh,15.7,9.0,9,7500,2.0,10.0,0.0,48.0,Robillard Julie,Bruno Schickedanz,0.0,0.0,0.0,Clear,500.0,Maiden Claiming,FT
WO ,D,2016-09-04 00:00:00,TB,Salty Mo,119,3,F,L,L   Contreras,1.15,1.0,1,0,7.0,5.0,0.0,68.0,Carroll Josie,Craig B. Singer,0.0,0.0,0.0,Showery,600.0,Maiden Special Weight,FM
WO ,D,2016-09-04 00:00:00,TB,Sweet Beatrice,119,3,F,L,R M Hernandez,2.15,3.0,3,8000,3.0,2.0,0.0,68.0,Cotey David,Linmac Farms,0.0,2.8,2.3,Cloudy,650.0,Maiden Claiming,FT
WO ,D,2016-09-04 00:00:00,TB,Silent Flash,120,2,C,L,D   Moran,1.4,4.0,3,0,3.0,2.0,0.0,74.0,Doyle Michael J,C. Scott Abbott Racing Stable Ltd.,0.0,2.5,2.1,Showery,500.0,Maiden Special Weight,FT
WO ,D,2016-09-04 00:00:00,TB,Single Action,117,2,F,Lb,J I Alderson,35.35,4.0,4,75000,4.0,5.0,0.0,44.0,Minshall Barbara J,"Minshall, Barbara J. and Gomez, Avelino Jr.",0.0,0.0,0.0,Cloudy,600.0,Allowance Optional Claiming,FT
WO ,D,2016-09-04 00:00:00,TB,Brighter Ideas,119,2,F,L,J I Alderson,4.15,1.0,1,0,4.0,3.0,0.0,69.0,Colbourne Gordon C,Rise Again,0.0,0.0,2.5,Clear,850.0,Maiden Special Weight,FT
WO ,D,2016-09-04 00:00:00,TB,No Risk No Reward,121,5,G,Lbf,J I Alderson,115.65,13.0,10,0,7.0,9.0,0.0,88.0,Carston Lorna,"Seligman, Darlene and Russell, Melvin",0.0,0.0,0.0,Cloudy,650.0,Allowance,FM
WO ,D,2016-09-04 00:00:00,TB,Sky Marshal,116,3,G,Lbf,A   Garcia,17.75,12.0,12,60000,3.0,7.0,0.0,93.0,Minshall Barbara J,Lunsford Bruce and Minshall Barbara J,0.0,0.0,0.0,Showery,650.0,Allowance Optional Claiming,GD
WO ,D,2016-09-04 00:00:00,TB,Princess Bullet,118,2,F,L,P   Husbands,1.0,1.0,1,0,4.0,3.0,0.0,73.0,Cole Krista,Smith Joseph George and Lewin Ershell Anthony,0.0,0.0,2.4,Showery,850.0,Stakes,FT
WO ,D,2016-09-04 00:00:00,TB,Saved Thru Faith,121,4,M,Lb,A   Garcia,5.05,5.0,5,7500,6.0,3.0,0.0,60.0,Lopez Shana,Five Diamonds Racing,0.0,0.0,2.8,Cloudy,650.0,Maiden Claiming,FT
WO ,D,2016-09-04 00:00:00,TB,Thatlookonyerface,119,3,G,L,R M Hernandez,46.85,5.0,4,0,1.0,4.0,0.0,79.0,Cotey David,"Dominion Bloodstock and Butzer, Barry",0.0,0.0,0.0,Showery,900.0,Stakes,FT
WO ,D,2016-09-04 00:00:00,TB,Golden Hawk,118,2,C,L,P   Husbands,0.6,4.0,4,0,2.0,1.0,0.0,93.0,Casse Mark E,Live Oak Plantation,3.2,2.3,0.0,Cloudy,850.0,Stakes,FT
WO ,D,2016-09-04 00:00:00,TB,Diamond Vision,119,2,F,Lb,S   Chernetz,55.65,7.0,7,0,3.0,7.0,0.0,33.0,Cotey David,Linmac Farms,0.0,0.0,0.0,Clear,850.0,Maiden Special Weight,FT
WO ,D,2016-09-04 00:00:00,TB,Sweet Shobiz,118,3,F,L,K   Johnson,38.35,7.0,7,11500,6.0,7.0,0.0,57.0,Cappuccitti Larry,Laura Krasauskaite,0.0,0.0,0.0,Cloudy,700.0,Maiden Claiming,FT
WO ,D,2016-09-04 00:00:00,TB,Decision Day,119,4,G,Lb,G   Boulanger,14.1,3.0,3,0,1.0,5.0,0.0,105.0,Carroll Josie,Donver Stable,0.0,0.0,0.0,Clear,900.0,Stakes,FT
WO ,D,2016-09-04 00:00:00,TB,Brews Toonie Toss,117,3,F,Lb,J I Alderson,52.7,12.0,10,10000,7.0,3.0,0.0,73.0,Burry Lisa,Spencer J. Casey,0.0,0.0,14.7,Showery,650.0,Claiming,FT
WO ,D,2016-09-04 00:00:00,TB,Wreckhouse,118,3,F,Lb,S R Bahen,13.35,11.0,9,10000,12.0,8.0,0.0,69.0,Burry Lisa,Whittingham Lenford Dunslow Mike Allen and Burry Lisa,0.0,0.0,0.0,Showery,650.0,Claiming,FT
WO ,D,2016-09-04 00:00:00,TB,Spring Edition,118,2,C,L,S P Husbands,3.8,4.0,4,0,2.0,2.0,0.0,71.0,Chubb Beverley,Chubb Beverley Rivermead Stables Wood Bruce and Knibbs David,0.0,4.9,3.3,Clear,650.0,Maiden Special Weight,FM
WO ,D,2016-09-04 00:00:00,TB,Skylander Boy,121,4,G,Lb,S R Bahen,4.35,2.0,2,30000,3.0,4.0,0.0,74.0,Gerl Robert,1824782 Ontario Inc.,0.0,0.0,0.0,Clear,700.0,Maiden Claiming,FT
WO ,D,2016-09-04 00:00:00,TB,U S Marshal,121,4,G,Lb,E R Da Silva,5.75,5.0,5,0,3.0,5.0,0.0,90.0,Black Ian,"Kaster, Nancy R. and Richard S.",0.0,0.0,0.0,Cloudy,600.0,Allowance Optional Claiming,FT
WO ,D,2016-09-04 00:00:00,TB,Sheztenthehardway,119,2,F,L,R M Hernandez,2.95,3.0,3,0,1.0,2.0,0.0,72.0,Minshall Barbara J,Minshall Farms,0.0,3.3,2.4,Clear,850.0,Maiden Special Weight,FT
WO ,D,2016-09-04 00:00:00,TB,Guitar George,121,4,G,Lb,G   Boulanger,4.5,7.0,6,0,3.0,5.0,0.0,73.0,Tiller Robert P,"Frank D. Di Giulio, Jr.",0.0,0.0,0.0,Cloudy,900.0,Allowance,FM
WO ,D,2016-09-04 00:00:00,TB,World in Silence,121,5,M,L,P   Husbands,1.65,4.0,4,15000,2.0,1.0,0.0,62.0,Loescher Paula,Kanny Ng,5.3,2.9,2.3,Cloudy,550.0,Maiden Claiming,FM
WO ,D,2016-09-04 00:00:00,TB,Portree,121,4,G,Lf,G   Olguin,5.15,1.0,1,0,2.0,1.0,0.0,82.0,Simon Stuart C,Chiefswood Stable,12.3,5.6,3.3,Cloudy,900.0,Allowance,FM
WO ,D,2016-09-04 00:00:00,TB,Awesome Five,117,3,G,Lb,R M Hernandez,2.75,4.0,4,40000,4.0,2.0,0.0,88.0,Katryan Abraham R,Vinodh H Beharry,0.0,3.7,2.8,Cloudy,650.0,Claiming,FT
WO ,D,2016-09-04 00:00:00,TB,Good Deed Indeed,118,3,F,L,J M Campbell,10.85,8.0,8,10000,6.0,7.0,0.0,57.0,Gonzalez Nicholas,Michael James Ambler,0.0,0.0,0.0,Cloudy,900.0,Claiming,FT
WO ,D,2016-09-04 00:00:00,TB,Gold Diver,114,4,M,L,F   Crausaz(5),49.3,5.0,5,9500,3.0,6.0,0.0,0.0,Hinds Austin,Austin Hinds,0.0,0.0,0.0,Cloudy,900.0,Claiming,FT
WO ,D,2016-09-04 00:00:00,TB,Bathsheba Station,119,8,G,Lb,E   Wilson,13.6,6.0,6,15000,8.0,8.0,0.0,79.0,Cox Greg D,"McCallum-Smith, Lisa and Cox, C.",0.0,0.0,0.0,Clear,550.0,Claiming,GD
WO ,D,2016-09-04 00:00:00,TB,Typically,119,2,F,Lb,S   Singh,17.25,1.0,1,0,7.0,5.0,0.0,67.0,Attard Sid C,Tucci Stables,0.0,0.0,0.0,Showery,600.0,Maiden Special Weight,FT
WO ,D,2016-09-04 00:00:00,TB,You Know Jack,118,3,G,L,J M Campbell,3.85,2.0,2,20000,9.0,3.0,0.0,81.0,Attard Jamie,Tucci Stables,0.0,0.0,3.2,Showery,650.0,Claiming,FT
WO ,D,2016-09-04 00:00:00,TB,Kadley,119,2,F,,S P Husbands,20.7,5.0,5,0,6.0,5.0,0.0,62.0,LeBlanc Jr Jr John P,"Gierkink, Ron and William",0.0,0.0,0.0,Clear,850.0,Maiden Special Weight,FT
WO ,D,2016-09-04 00:00:00,TB,Nineteen Sixteen,117,2,F,Lb,G   Boulanger,66.8,6.0,6,0,3.0,8.0,0.0,41.0,Doyle Michael J,Dura Racing and M. J. Doyle Racing Stables Ltd.,0.0,0.0,0.0,Showery,850.0,Stakes,FT
WO ,D,2016-09-04 00:00:00,TB,English Illusion,117,3,G,Lb,A   Garcia,21.05,2.0,1,0,4.0,3.0,0.0,85.0,Vella Daniel J,Sangreal Investments LLC,0.0,0.0,4.1,Showery,900.0,Stakes,FT
WO ,D,2016-09-04 00:00:00,TB,Magical Spirit,114,2,F,L,O   Moreno,14.05,7.0,7,20000,7.0,8.0,0.0,34.0,Di Pasquale Sam,Wyann Ruso,0.0,0.0,0.0,Clear,700.0,Maiden Claiming,FT
WO ,D,2016-09-04 00:00:00,TB,Woodbridge,118,2,G,L,J M Campbell,2.9,3.0,3,0,5.0,1.0,0.0,85.0,Keogh Michael,"Schickedanz, Gustav and Howard, D.",7.8,4.2,3.3,Cloudy,850.0,Maiden Special Weight,FT
WO ,D,2016-09-04 00:00:00,TB,Escondera,115,2,G,Lb,L   Contreras,4.85,4.0,4,0,1.0,2.0,0.0,82.0,Attfield Roger L,Robert Harvey,0.0,6.3,4.4,Cloudy,850.0,Maiden Special Weight,FT
WO ,D,2016-09-04 00:00:00,TB,Big Time Nanny,121,4,M,Lb,G   Boulanger,15.7,2.0,2,11500,10.0,6.0,0.0,59.0,Katryan Abraham R,Harry B Pais,0.0,0.0,0.0,Cloudy,700.0,Maiden Claiming,FT
WO ,D,2016-09-04 00:00:00,TB,Morenita,119,2,F,L,S P Husbands,30.95,4.0,4,32000,1.0,4.0,0.0,53.0,Squires Nathan,Victor Centeno,0.0,0.0,0.0,Cloudy,600.0,Maiden Claiming,FT
WO ,D,2016-09-04 00:00:00,TB,A. A. Northbound,119,3,F,L,G   Olguin,57.65,6.0,6,10000,8.0,11.0,0.0,52.0,Attard Kevin,A and A Farms,0.0,0.0,0.0,Clear,850.0,Maiden Claiming,FT
WO ,D,2016-09-04 00:00:00,TB,Budding,123,5,G,Lb,L   Contreras,4.95,9.0,9,0,8.0,4.0,0.0,82.0,Mattine John,Norseman Racing Stable,0.0,0.0,0.0,Cloudy,600.0,Maiden Special Weight,FM
WO ,D,2016-09-04 00:00:00,TB,Calling Rhy Rhy,119,3,F,L,A   Garcia,7.6,7.0,6,0,2.0,5.0,0.0,82.0,Attfield Roger L,Robert Harvey,0.0,0.0,0.0,Clear,800.0,Stakes,FM
WO ,D,2016-09-04 00:00:00,TB,Victory 'n Rouge,115,2,F,Lb,E   Wilson,2.85,1.0,1,20000,4.0,6.0,0.0,40.0,Doyle Michael J,Dura Racing and M. J. Doyle Racing Stables Ltd.,0.0,0.0,0.0,Clear,700.0,Maiden Claiming,FT
WO ,D,2016-09-04 00:00:00,TB,Adopted Family,119,2,F,L,S R Bahen,65.15,7.0,6,0,3.0,9.0,0.0,61.0,Hasmatali Daryl,Hong Huynh,0.0,0.0,0.0,Showery,650.0,Maiden Special Weight,FM
WO ,D,2016-09-05 00:00:00,TB,Niigon's Glory,119,6,G,Lbf,D   Moran,6.9,6.0,6,37500,2.0,3.0,0.0,90.0,Pion Sylvain,4U Thoroughbred Racing Stable Inc,0.0,0.0,5.1,Clear,800.0,Claiming,GD
WO ,D,2016-09-05 00:00:00,TB,Arch Tigress,117,3,F,Lb,G   Boulanger,6.15,3.0,3,40000,11.0,5.0,0.0,79.0,Biamonte Ralph J,C. E. C. Farms,0.0,0.0,0.0,Clear,650.0,Claiming,FM
WO ,D,2016-09-05 00:00:00,TB,O Wanderlust,119,7,G,Lb,P   Husbands,18.2,1.0,1,37500,7.0,9.0,0.0,83.0,Mattine John,Uri Fishman,0.0,0.0,0.0,Clear,800.0,Claiming,GD
WO ,D,2016-09-05 00:00:00,TB,Specialcnsydration,117,3,F,L,E   Wilson,4.15,5.0,5,40000,3.0,1.0,0.0,84.0,Love Michelle M,McLean Sherry D and Love Michelle M,10.3,4.9,3.5,Clear,650.0,Claiming,FM
WO ,D,2016-09-05 00:00:00,TB,Born in a Breeze,0,0,,,,0.0,,0,0,0.0,0.0,,,,,0.0,0.0,0.0,Clear,800.0,Claiming,GD
WO ,D,2016-09-05 00:00:00,TB,Born in a Breeze,119,4,H,Lf,A   Garcia,5.9,4.0,4,0,3.0,6.0,0.0,95.0,Frostad Mark R,Earle I Mack LLC,0.0,0.0,0.0,Cloudy,800.0,Stakes,GD
WO ,D,2016-09-05 00:00:00,TB,Buried Treasure,116,4,G,L,F   Crausaz(5),89.4,8.0,8,11500,5.0,8.0,0.0,35.0,Birtch Daniel R,Birtch Daniel and Birtch Ryan,0.0,0.0,0.0,Cloudy,700.0,Maiden Claiming,FT
WO ,D,2016-09-05 00:00:00,TB,Kate's Whistle,115,3,F,Lb,S   Ryan,8.95,3.0,3,37500,5.0,1.0,0.0,69.0,Biamonte Ralph J,Mary E. Biamonte,0.0,11.1,6.7,Showery,850.0,Claiming,FM
WO ,D,2016-09-05 00:00:00,TB,R Power Grid,119,3,G,Lb,E R Da Silva,1.2,1.0,1,8000,6.0,4.0,0.0,66.0,Fournier Mark,C S Dowson Farms,0.0,0.0,0.0,Cloudy,500.0,Maiden Claiming,FT
WO ,D,2016-09-05 00:00:00,TB,Splendid Glory,121,4,M,L,T   Husbands,9.0,3.0,3,8000,3.0,8.0,0.0,55.0,Ladouceur Harold,Jessie L. Ladouceur,0.0,0.0,0.0,Cloudy,600.0,Claiming,FT
WO ,D,2016-09-05 00:00:00,TB,Dare to Bear,118,2,G,Lb,G   Olguin,25.85,3.0,3,25000,6.0,8.0,0.0,0.0,De Paulo Michael P,"Annecchini, Frank and D'Alimonte Holdings, Inc.",0.0,0.0,0.0,Cloudy,850.0,Maiden Claiming,FT
WO ,D,2016-09-05 00:00:00,TB,Cloudwatcher,119,7,M,L,P   Husbands,9.2,7.0,6,7500,5.0,5.0,0.0,72.0,Armata W V,Peter Armata,0.0,0.0,0.0,Cloudy,700.0,Claiming,FT
WO ,D,2016-09-05 00:00:00,TB,Cold Hearted Pearl,121,2,F,L,R M Hernandez,63.45,12.0,12,0,6.0,8.0,0.0,73.0,Helmbrecht William R,Jon Jazdzewski,0.0,0.0,0.0,Cloudy,800.0,Stakes,FM
WO ,D,2016-09-05 00:00:00,TB,Lookingforanewspot,117,3,F,Lb,R M Hernandez,2.15,3.0,3,0,3.0,4.0,0.0,71.0,Buttigieg Paul M,Buttigieg Training Centre,0.0,0.0,0.0,Clear,500.0,Allowance,FT
WO ,D,2016-09-05 00:00:00,TB,Little Christmas,115,3,F,L,L   Contreras,5.2,5.0,5,37500,1.0,4.0,0.0,65.0,Rose Robert J,Equus Holdings,0.0,0.0,0.0,Showery,850.0,Claiming,FM
WO ,D,2016-09-05 00:00:00,TB,Depeche Chat,119,8,G,Lf,R M Hernandez,14.55,10.0,9,37500,10.0,12.0,0.0,80.0,Parente Pat,Centennial Farms (Niagara) Inc.,0.0,0.0,0.0,Clear,800.0,Claiming,GD
WO ,D,2016-09-05 00:00:00,TB,Uchenna (IRE),121,5,M,L,P   Husbands,3.15,2.0,2,0,0.0,8.0,0.0,78.0,Casse Mark E,Gary Barber,0.0,0.0,0.0,Cloudy,1000.0,Stakes,FT
WO ,D,2016-09-05 00:00:00,TB,Dazzling Deputy,119,3,G,Lbf,S   Singh,6.15,5.0,5,8000,7.0,3.0,0.0,71.0,De Paulo Michael P,Josephine DePaulo,0.0,0.0,4.1,Cloudy,500.0,Maiden Claiming,FT
WO ,D,2016-09-05 00:00:00,TB,Mahogany Road,119,7,M,Lb,D   Moran,3.15,6.0,6,15000,3.0,6.0,0.0,80.0,Black Ian,Janet Jeanpierre,0.0,0.0,0.0,Cloudy,550.0,Claiming,GD
WO ,D,2016-09-05 00:00:00,TB,Vivien's Victor,119,3,G,Lb,S P Husbands,80.35,14.0,14,8000,14.0,12.0,0.0,42.0,Perkins Lorna M,UN Stable,0.0,0.0,0.0,Clear,850.0,Maiden Claiming,FT
WO ,D,2016-09-05 00:00:00,TB,Sherwood Forester,119,3,F,Lb,J   Crawford,49.15,5.0,5,10000,8.0,9.0,0.0,70.0,Wells Stephen R,Stephen R. Wells,0.0,0.0,0.0,Cloudy,500.0,Claiming,FT
WO ,D,2016-09-05 00:00:00,TB,Queenie's Boss,119,3,F,Lb,E R Da Silva,3.5,5.0,5,10000,1.0,4.0,0.0,72.0,Katryan Abraham R,Pais Harry B and Katryan Abraham,0.0,0.0,0.0,Cloudy,700.0,Claiming,FT
WO ,D,2016-09-05 00:00:00,TB,Bangkok,119,5,G,L,E   Wilson,24.2,7.0,7,0,0.0,2.0,0.0,105.0,Gracey W Phillip,"Wood, Gail and Barbour, Ruth",0.0,18.1,7.7,Cloudy,1200.0,Allowance,FT
WO ,D,2016-09-05 00:00:00,TB,Dancin Cassie,123,4,M,L,S   Ryan,90.6,2.0,2,10000,3.0,7.0,0.0,75.0,Hinds Austin,Austin Hinds,0.0,0.0,0.0,Cloudy,500.0,Claiming,FT
WO ,D,2016-09-05 00:00:00,TB,Th Original Scotty,118,8,H,Lb,E R Da Silva,1.65,7.0,7,0,5.0,1.0,0.0,77.0,McKnight Norman,Bruno Schickedanz,5.3,2.8,2.3,Cloudy,850.0,Starters Allowance,FT
WO ,D,2016-09-05 00:00:00,TB,Vinolicious,0,0,,,,0.0,,0,0,0.0,0.0,,,,,0.0,0.0,0.0,Cloudy,500.0,Claiming,FT
WO ,D,2016-09-05 00:00:00,TB,Whimsicality,121,4,M,L,E R Da Silva,1.6,10.0,7,0,7.0,4.0,0.0,86.0,Pierce Malcolm,Pin Oak Stable,0.0,0.0,0.0,Cloudy,850.0,Allowance Optional Claiming,FT
WO ,D,2016-09-05 00:00:00,TB,Reserved,121,4,M,Lb,D   Moran,26.55,9.0,6,0,5.0,5.0,0.0,78.0,Brnjas Ashlee,Colebrook Farms,0.0,0.0,0.0,Cloudy,850.0,Allowance Optional Claiming,FT
WO ,D,2016-09-05 00:00:00,TB,Triple Sevens,120,3,F,L,B A Alderson,13.6,4.0,4,20000,6.0,6.0,0.0,43.0,Paterson Marjorie A,Marjorie A. Paterson,0.0,0.0,0.0,Cloudy,650.0,Maiden Claiming,FT
WO ,D,2016-09-05 00:00:00,TB,Angel's Knight,118,5,G,L,P   Husbands,27.4,6.0,6,0,8.0,7.0,0.0,69.0,Sadler Ronald H,Kanny Ng,0.0,0.0,0.0,Cloudy,850.0,Starters Allowance,FT
WO ,D,2016-09-05 00:00:00,TB,Devilish Style,121,4,M,Lb,T   Wong,22.25,7.0,6,19000,4.0,4.0,0.0,78.0,Sadler Ronald H,Kanny Ng,0.0,0.0,0.0,Cloudy,650.0,Claiming,FT
WO ,D,2016-09-05 00:00:00,TB,Espirituganador,121,4,G,Lb,J   Crawford,35.95,9.0,9,9500,6.0,6.0,0.0,64.0,Burry Lisa,Margaret J. Barlari,0.0,0.0,0.0,Cloudy,850.0,Maiden Claiming,FT
WO ,D,2016-09-05 00:00:00,TB,Splendid Glory,0,0,,,,0.0,,0,0,0.0,0.0,,,,,0.0,0.0,0.0,Cloudy,500.0,Claiming,FT
WO ,D,2016-09-05 00:00:00,TB,That's You Not Me,119,3,F,Lb,J M Campbell,7.3,9.0,8,20000,3.0,6.0,0.0,67.0,Gonzalez Nicholas,Norcliffe Hall Stable and Gonzalez Martha K,0.0,0.0,0.0,Cloudy,650.0,Claiming,FT
WO ,D,2016-09-05 00:00:00,TB,Ezee Biang,0,0,,,,0.0,,0,0,0.0,0.0,,,,,0.0,0.0,0.0,Cloudy,550.0,Maiden Claiming,FT
WO ,D,2016-09-05 00:00:00,TB,Penny Stamp,121,5,M,Lb,O   Moreno,16.85,8.0,8,0,6.0,6.0,0.0,71.0,Silvera Laurie,Laurie Silvera,0.0,0.0,0.0,Cloudy,700.0,Allowance,FT
WO ,D,2016-09-05 00:00:00,TB,Beyond Smart,119,5,G,Lf,J M Campbell,1.15,1.0,1,15000,2.0,3.0,0.0,84.0,De Paulo Michael P,"Bear Stables, Ltd.",0.0,0.0,2.6,Cloudy,850.0,Claiming,FT
WO ,D,2016-09-05 00:00:00,TB,Bourbon First,119,4,G,L,S   Ryan,19.3,6.0,6,15000,5.0,6.0,0.0,77.0,McClachrie Denyse,Ryan Shane Kerbel,0.0,0.0,0.0,Cloudy,850.0,Claiming,FT
WO ,D,2016-09-05 00:00:00,TB,Hot Kiss,121,4,M,L,R M Hernandez,0.75,6.0,6,0,2.0,2.0,0.0,83.0,De Paulo Michael P,Phoenix Racing,0.0,2.4,2.1,Cloudy,850.0,Stakes,FT
WO ,D,2016-09-05 00:00:00,TB,Light My Path,121,4,M,L,A   Garcia,4.6,1.0,1,10000,3.0,2.0,0.0,77.0,Chircop Steven,"Cirillo, Frank and Chircop, Steven",0.0,4.9,3.3,Cloudy,700.0,Claiming,FT
WO ,D,2016-09-05 00:00:00,TB,Keeplaffinleslie,117,3,F,Lb,L   Contreras,5.7,1.0,1,8000,2.0,2.0,0.0,82.0,Ross John A,"Broughton, Brian and J.R. Racing Stable Inc.",0.0,4.9,3.2,Cloudy,500.0,Claiming,FT
WO ,D,2016-09-05 00:00:00,TB,Comedy Gold,121,5,G,L,T   Wong,2.15,5.0,5,11500,3.0,1.0,0.0,70.0,Sadler Ronald H,Kanny Ng,6.3,3.2,2.5,Cloudy,700.0,Maiden Claiming,FT
